,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137
"gi|9626530|ref|NC_001450.1| Equine infectious anemia virus, complete genome",0.0,898.0,259.0,0.0,0.0,0.0,0.0,0.0,462.0,768.0,753.0,819.0,843.0,823.0,801.0,850.0,854.0,845.0,783.0,740.0,0.0,1185.0,827.0,818.0,583.0,0.0,777.0,909.0,1149.0,899.0,909.0,909.0,262.0,642.0,836.0,781.0,889.0,285.0,451.0,426.0,167.0,239.0,1185.0,1432.0,1182.0,899.0,1184.0,253.0,776.0,1127.0,215.0,0.0,460.0,454.0,944.0,664.0,88.0,0.0,161.0,779.0,890.0,0.0,0.0,0.0,0.0,1130.0,909.0,909.0,250.0,675.0,0.0,1144.0,427.0,899.0,322.0,1131.0,235.0,152.0,821.0,749.0,107.0,219.0,276.0,909.0,614.0,106.0,1157.0,499.0,764.0,469.0,724.0,263.0,215.0,241.0,214.0,0.0,1157.0,898.0,173.0,0.0,0.0,247.0,376.0,212.0,0.0,0.0,0.0,0.0,1146.0,879.0,909.0,527.0,654.0,184.0,893.0,1184.0,0.0,268.0,909.0,533.0,775.0,736.0,829.0,768.0,899.0,1157.0,778.0,310.0,0.0,1185.0,158.0,909.0,899.0,0.0,145.0,0.0,0.0,909.0
"gi|189009869|ref|NC_010738.1| Eupatorium vein clearing virus, complete genome",0.0,1026.0,508.0,0.0,0.0,0.0,0.0,0.0,462.0,1106.0,1030.0,1111.0,1163.0,1134.0,1132.0,1183.0,1179.0,1160.0,1088.0,1054.0,0.0,1358.0,1101.0,1154.0,824.0,0.0,1030.0,1351.0,1544.0,1074.0,1253.0,1351.0,262.0,835.0,1147.0,1069.0,1273.0,285.0,696.0,628.0,167.0,239.0,969.0,1182.0,1635.0,1010.0,1635.0,253.0,1097.0,1522.0,215.0,0.0,460.0,669.0,1223.0,902.0,88.0,0.0,233.0,1048.0,1216.0,0.0,0.0,0.0,0.0,1188.0,1229.0,1257.0,250.0,915.0,0.0,1547.0,631.0,1038.0,322.0,1545.0,235.0,152.0,1028.0,1032.0,107.0,219.0,276.0,1346.0,826.0,187.0,1331.0,771.0,764.0,729.0,1017.0,263.0,215.0,241.0,214.0,0.0,1350.0,1315.0,173.0,0.0,0.0,481.0,744.0,212.0,0.0,0.0,0.0,0.0,1034.0,1201.0,1263.0,527.0,957.0,261.0,1155.0,1635.0,0.0,268.0,1229.0,863.0,1120.0,1048.0,1124.0,1075.0,1074.0,1034.0,1029.0,528.0,0.0,1041.0,158.0,1325.0,757.0,0.0,145.0,0.0,0.0,1266.0
"gi|9629925|ref|NC_001871.1| Feline foamy virus, complete genome",0.0,1014.0,249.0,0.0,0.0,0.0,0.0,0.0,253.0,545.0,525.0,581.0,622.0,589.0,581.0,634.0,633.0,607.0,563.0,545.0,0.0,1332.0,548.0,593.0,543.0,0.0,491.0,726.0,931.0,1332.0,692.0,726.0,262.0,424.0,599.0,541.0,668.0,285.0,233.0,202.0,167.0,453.0,1007.0,899.0,1010.0,1617.0,1044.0,253.0,536.0,922.0,0.0,0.0,245.0,215.0,728.0,442.0,88.0,0.0,162.0,523.0,672.0,0.0,0.0,0.0,0.0,917.0,668.0,696.0,468.0,456.0,0.0,949.0,204.0,1332.0,322.0,941.0,0.0,0.0,541.0,471.0,0.0,0.0,502.0,726.0,398.0,268.0,1008.0,242.0,326.0,466.0,504.0,263.0,0.0,241.0,0.0,0.0,1014.0,984.0,98.0,0.0,0.0,231.0,682.0,299.0,0.0,0.0,0.0,0.0,1017.0,640.0,702.0,527.0,673.0,261.0,601.0,1044.0,0.0,268.0,668.0,302.0,557.0,487.0,572.0,541.0,1332.0,699.0,557.0,744.0,0.0,1017.0,0.0,726.0,1017.0,0.0,0.0,0.0,0.0,705.0
"gi|9626701|ref|NC_001482.1| Feline immunodeficiency virus, complete genome",0.0,1131.0,508.0,0.0,0.0,0.0,0.0,0.0,462.0,1223.0,1030.0,1125.0,1187.0,1144.0,1184.0,1235.0,1231.0,1206.0,1110.0,1079.0,0.0,1489.0,1121.0,1212.0,824.0,0.0,1030.0,1507.0,1555.0,1159.0,1344.0,1452.0,262.0,835.0,1169.0,1069.0,1314.0,285.0,696.0,628.0,167.0,239.0,1070.0,1184.0,1635.0,1044.0,1844.0,253.0,1109.0,1571.0,215.0,0.0,460.0,669.0,1223.0,902.0,88.0,0.0,233.0,1048.0,1230.0,0.0,0.0,0.0,0.0,1188.0,1307.0,1381.0,250.0,915.0,0.0,1570.0,631.0,1100.0,322.0,1568.0,235.0,152.0,1028.0,1056.0,107.0,219.0,276.0,1479.0,826.0,187.0,1459.0,776.0,764.0,729.0,1030.0,263.0,215.0,241.0,214.0,0.0,1481.0,1354.0,173.0,0.0,0.0,481.0,767.0,212.0,0.0,0.0,0.0,0.0,1162.0,1297.0,1367.0,527.0,960.0,261.0,1163.0,1747.0,0.0,268.0,1309.0,941.0,1221.0,1132.0,1140.0,1079.0,1159.0,1181.0,1029.0,528.0,0.0,1180.0,158.0,1452.0,823.0,0.0,145.0,0.0,0.0,1323.0
"gi|9630707|ref|NC_001940.1| Feline leukemia virus, complete genome",515.0,253.0,210.0,0.0,0.0,154.0,0.0,89.0,977.0,235.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,174.0,253.0,253.0,253.0,253.0,531.0,253.0,253.0,253.0,253.0,253.0,253.0,463.0,231.0,253.0,253.0,253.0,994.0,0.0,0.0,96.0,239.0,253.0,253.0,253.0,253.0,253.0,1220.0,245.0,253.0,950.0,0.0,723.0,0.0,253.0,209.0,88.0,98.0,90.0,253.0,253.0,186.0,741.0,741.0,741.0,253.0,253.0,253.0,250.0,216.0,736.0,253.0,0.0,253.0,253.0,253.0,962.0,493.0,253.0,216.0,221.0,727.0,253.0,253.0,186.0,106.0,253.0,210.0,253.0,222.0,241.0,463.0,515.0,1198.0,945.0,421.0,253.0,253.0,98.0,206.0,0.0,0.0,253.0,121.0,741.0,531.0,741.0,741.0,253.0,253.0,253.0,253.0,253.0,106.0,253.0,253.0,760.0,994.0,253.0,0.0,242.0,203.0,253.0,253.0,253.0,253.0,253.0,253.0,167.0,253.0,0.0,253.0,253.0,93.0,285.0,662.0,0.0,253.0
"gi|386522853|ref|NC_017830.1| Fig badnavirus 1, complete genome",0.0,534.0,508.0,63.0,123.0,211.0,201.0,91.0,454.0,1099.0,1003.0,1049.0,1088.0,1081.0,1099.0,1097.0,1094.0,1095.0,1057.0,1265.0,0.0,820.0,1052.0,1324.0,982.0,0.0,1019.0,1324.0,1075.0,536.0,1108.0,1109.0,245.0,835.0,1086.0,1032.0,1057.0,245.0,696.0,628.0,96.0,239.0,529.0,776.0,1097.0,536.0,1109.0,245.0,1324.0,1063.0,215.0,148.0,460.0,669.0,1008.0,902.0,88.0,0.0,233.0,1035.0,1079.0,0.0,0.0,0.0,0.0,743.0,1092.0,1109.0,245.0,915.0,214.0,1063.0,631.0,536.0,245.0,1074.0,235.0,152.0,939.0,1038.0,107.0,219.0,245.0,1324.0,826.0,187.0,1109.0,776.0,683.0,944.0,1029.0,245.0,215.0,241.0,214.0,205.0,1109.0,813.0,251.0,0.0,215.0,696.0,516.0,121.0,0.0,0.0,0.0,0.0,534.0,1324.0,1109.0,245.0,1035.0,259.0,1039.0,1101.0,0.0,245.0,1106.0,864.0,1106.0,1060.0,1074.0,1060.0,536.0,818.0,966.0,463.0,0.0,529.0,254.0,1324.0,245.0,0.0,145.0,0.0,134.0,1109.0
"gi|20143424|ref|NC_003554.1| Figwort mosaic virus, complete genome",0.0,1011.0,508.0,0.0,0.0,0.0,0.0,0.0,462.0,1067.0,1030.0,1125.0,1162.0,1124.0,1112.0,1163.0,1170.0,1154.0,1103.0,1063.0,0.0,1329.0,1078.0,1111.0,804.0,0.0,1017.0,1348.0,1533.0,1123.0,1234.0,1415.0,262.0,835.0,1146.0,1069.0,1306.0,285.0,696.0,628.0,167.0,239.0,905.0,1127.0,1522.0,922.0,1571.0,253.0,1063.0,1687.0,215.0,0.0,460.0,669.0,1223.0,902.0,88.0,0.0,233.0,1035.0,1214.0,0.0,0.0,0.0,0.0,1175.0,1200.0,1217.0,250.0,915.0,0.0,1543.0,631.0,948.0,322.0,1556.0,235.0,152.0,1028.0,1015.0,107.0,219.0,276.0,1300.0,826.0,187.0,1285.0,776.0,764.0,729.0,1030.0,263.0,215.0,241.0,214.0,0.0,1347.0,1292.0,173.0,0.0,0.0,481.0,773.0,212.0,0.0,0.0,0.0,0.0,1045.0,1176.0,1240.0,527.0,897.0,261.0,1147.0,1665.0,0.0,268.0,1203.0,832.0,1074.0,1035.0,1126.0,1070.0,1123.0,1122.0,1029.0,528.0,0.0,1116.0,158.0,1279.0,769.0,0.0,145.0,0.0,0.0,1231.0
"gi|9626096|ref|NC_001362.1| Friend murine leukemia virus, complete genome",515.0,0.0,444.0,0.0,0.0,154.0,0.0,89.0,717.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,174.0,215.0,215.0,215.0,215.0,544.0,215.0,215.0,215.0,0.0,215.0,215.0,229.0,185.0,215.0,215.0,215.0,773.0,204.0,201.0,0.0,0.0,215.0,215.0,215.0,0.0,215.0,950.0,215.0,215.0,1204.0,0.0,687.0,215.0,215.0,208.0,0.0,98.0,0.0,215.0,215.0,186.0,773.0,773.0,773.0,215.0,215.0,215.0,0.0,212.0,732.0,215.0,201.0,0.0,0.0,215.0,1173.0,645.0,215.0,215.0,328.0,935.0,0.0,215.0,204.0,0.0,215.0,425.0,207.0,0.0,215.0,217.0,723.0,978.0,1188.0,421.0,215.0,0.0,75.0,206.0,0.0,0.0,0.0,0.0,773.0,544.0,773.0,773.0,0.0,215.0,215.0,0.0,215.0,0.0,215.0,215.0,760.0,773.0,215.0,215.0,215.0,215.0,215.0,215.0,0.0,215.0,215.0,0.0,167.0,215.0,78.0,215.0,0.0,93.0,430.0,664.0,0.0,215.0
"gi|9626154|ref|NC_001403.1| Fujinami sarcoma virus, complete genome",304.0,0.0,154.0,125.0,343.0,307.0,459.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,85.0,0.0,0.0,148.0,302.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,752.0,154.0,154.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,89.0,0.0,0.0,0.0,0.0,154.0,154.0,0.0,0.0,148.0,0.0,154.0,0.0,0.0,0.0,0.0,150.0,0.0,154.0,199.0,159.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,304.0,309.0,0.0,0.0,307.0,0.0,0.0,78.0,90.0,457.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,154.0,0.0,148.0,76.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,96.0,148.0,0.0,0.0,0.0,0.0,520.0,0.0
"gi|312839924|ref|NC_001885.2| Gibbon ape leukemia virus, complete genome",533.0,245.0,423.0,0.0,100.0,154.0,152.0,172.0,723.0,450.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,174.0,460.0,460.0,460.0,668.0,478.0,460.0,460.0,460.0,245.0,460.0,460.0,245.0,416.0,460.0,668.0,460.0,723.0,204.0,385.0,96.0,239.0,460.0,460.0,460.0,245.0,460.0,723.0,460.0,460.0,687.0,154.0,1146.0,423.0,460.0,417.0,88.0,98.0,90.0,668.0,460.0,186.0,478.0,478.0,478.0,460.0,668.0,668.0,245.0,428.0,476.0,460.0,385.0,245.0,245.0,460.0,693.0,503.0,460.0,619.0,327.0,693.0,245.0,460.0,390.0,106.0,460.0,215.0,452.0,222.0,456.0,453.0,693.0,719.0,684.0,421.0,460.0,245.0,173.0,206.0,0.0,208.0,245.0,121.0,478.0,478.0,478.0,478.0,245.0,460.0,668.0,245.0,460.0,106.0,460.0,460.0,416.0,723.0,460.0,215.0,457.0,418.0,460.0,460.0,245.0,460.0,460.0,245.0,89.0,460.0,78.0,460.0,245.0,93.0,430.0,225.0,124.0,460.0
"gi|394743638|ref|NC_018105.1| Gooseberry vein banding virus, complete genome",173.0,229.0,667.0,0.0,221.0,190.0,334.0,83.0,209.0,669.0,669.0,669.0,669.0,669.0,669.0,669.0,669.0,669.0,669.0,669.0,0.0,440.0,669.0,669.0,666.0,0.0,669.0,669.0,669.0,215.0,669.0,669.0,0.0,604.0,669.0,896.0,669.0,0.0,648.0,812.0,0.0,0.0,225.0,454.0,669.0,215.0,669.0,0.0,669.0,669.0,215.0,154.0,423.0,1111.0,669.0,652.0,0.0,0.0,143.0,879.0,669.0,0.0,0.0,0.0,0.0,454.0,896.0,896.0,0.0,656.0,208.0,669.0,815.0,215.0,0.0,669.0,225.0,152.0,661.0,857.0,206.0,219.0,0.0,669.0,640.0,81.0,669.0,669.0,436.0,444.0,669.0,210.0,215.0,0.0,214.0,189.0,669.0,444.0,75.0,0.0,215.0,667.0,215.0,0.0,0.0,0.0,0.0,0.0,229.0,669.0,896.0,0.0,440.0,77.0,669.0,669.0,0.0,0.0,669.0,669.0,669.0,669.0,884.0,884.0,215.0,454.0,667.0,215.0,0.0,225.0,158.0,669.0,0.0,0.0,145.0,0.0,124.0,669.0
"gi|827047348|ref|NC_027131.1| Grapevine roditis leaf discoloration-associated virus complete genome, isolate w4",0.0,718.0,486.0,0.0,0.0,0.0,0.0,0.0,462.0,998.0,1012.0,1024.0,1030.0,1030.0,1030.0,1030.0,1030.0,1030.0,1030.0,1019.0,0.0,965.0,1016.0,1030.0,745.0,0.0,986.0,1030.0,1223.0,728.0,1030.0,1030.0,262.0,835.0,1030.0,1021.0,1019.0,267.0,695.0,628.0,167.0,239.0,697.0,944.0,1223.0,728.0,1223.0,253.0,1008.0,1223.0,215.0,0.0,460.0,669.0,1223.0,902.0,88.0,0.0,233.0,1011.0,1030.0,0.0,0.0,0.0,0.0,938.0,1030.0,1030.0,250.0,915.0,0.0,1223.0,631.0,728.0,267.0,1223.0,235.0,152.0,942.0,966.0,107.0,219.0,267.0,1030.0,826.0,187.0,1030.0,737.0,705.0,724.0,998.0,263.0,215.0,241.0,214.0,0.0,1030.0,986.0,173.0,0.0,0.0,481.0,535.0,212.0,0.0,0.0,0.0,0.0,718.0,1030.0,1030.0,460.0,772.0,261.0,994.0,1223.0,0.0,267.0,1030.0,763.0,1005.0,966.0,1027.0,1027.0,728.0,762.0,988.0,485.0,0.0,697.0,158.0,1030.0,460.0,0.0,145.0,0.0,0.0,1030.0
"gi|500998680|ref|NC_015784.2| Grapevine vein-clearing virus, complete genome",0.0,461.0,441.0,0.0,0.0,0.0,0.0,0.0,418.0,1125.0,1115.0,1125.0,1108.0,1122.0,1125.0,1125.0,1125.0,1125.0,1125.0,902.0,0.0,650.0,1125.0,902.0,650.0,0.0,1116.0,902.0,902.0,442.0,1125.0,1125.0,416.0,1036.0,1125.0,902.0,1125.0,209.0,912.0,813.0,170.0,209.0,417.0,664.0,902.0,442.0,902.0,209.0,902.0,902.0,208.0,0.0,417.0,652.0,902.0,1125.0,88.0,0.0,313.0,901.0,1125.0,0.0,0.0,0.0,0.0,658.0,902.0,902.0,209.0,1120.0,0.0,902.0,817.0,442.0,432.0,902.0,208.0,152.0,855.0,902.0,107.0,208.0,209.0,902.0,1029.0,268.0,902.0,916.0,870.0,910.0,1115.0,209.0,208.0,209.0,208.0,0.0,902.0,917.0,248.0,0.0,0.0,700.0,665.0,205.0,0.0,0.0,0.0,0.0,461.0,902.0,902.0,432.0,650.0,183.0,1124.0,902.0,0.0,432.0,1125.0,916.0,1125.0,1119.0,902.0,902.0,442.0,669.0,1122.0,650.0,0.0,417.0,158.0,902.0,432.0,90.0,145.0,0.0,0.0,1125.0
"gi|9626714|ref|NC_001484.1| Ground squirrel hepatitis virus, complete genome",0.0,88.0,0.0,0.0,0.0,83.0,83.0,0.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,169.0,88.0,88.0,88.0,88.0,0.0,88.0,88.0,88.0,88.0,88.0,88.0,174.0,88.0,88.0,88.0,88.0,88.0,0.0,0.0,163.0,276.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,0.0,0.0,88.0,0.0,88.0,88.0,445.0,166.0,163.0,88.0,88.0,86.0,0.0,0.0,0.0,88.0,88.0,88.0,276.0,88.0,0.0,88.0,0.0,168.0,276.0,88.0,0.0,0.0,196.0,88.0,0.0,0.0,276.0,88.0,88.0,175.0,88.0,0.0,88.0,88.0,88.0,171.0,0.0,88.0,0.0,0.0,88.0,88.0,176.0,0.0,83.0,0.0,88.0,179.0,0.0,0.0,0.0,0.0,88.0,88.0,88.0,168.0,88.0,164.0,88.0,88.0,0.0,88.0,88.0,0.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,172.0,88.0,0.0,88.0,88.0,194.0,0.0,108.0,83.0,88.0
"gi|21326584|ref|NC_003977.1| Hepatitis B virus, complete genome",98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,145.0,83.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,98.0,0.0,98.0,0.0,0.0,0.0,166.0,441.0,75.0,0.0,0.0,269.0,98.0,186.0,186.0,0.0,0.0,0.0,83.0,0.0,98.0,0.0,0.0,0.0,83.0,0.0,98.0,98.0,83.0,0.0,0.0,98.0,83.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,98.0,98.0,98.0,0.0,0.0,83.0,186.0,0.0,0.0,0.0,83.0,186.0,186.0,186.0,186.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,98.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,172.0,0.0,0.0,0.0,0.0,259.0,186.0,181.0,0.0,0.0
"gi|9626719|ref|NC_001486.1| Heron hepatitis B virus, complete genome",0.0,161.0,72.0,0.0,0.0,0.0,0.0,0.0,161.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,233.0,0.0,162.0,313.0,233.0,162.0,0.0,313.0,233.0,233.0,162.0,313.0,313.0,170.0,313.0,313.0,233.0,313.0,90.0,223.0,223.0,239.0,165.0,90.0,161.0,233.0,162.0,233.0,90.0,233.0,233.0,0.0,0.0,90.0,143.0,233.0,313.0,163.0,75.0,388.0,233.0,313.0,0.0,0.0,0.0,0.0,161.0,233.0,233.0,165.0,313.0,0.0,233.0,223.0,162.0,245.0,233.0,0.0,0.0,308.0,233.0,0.0,0.0,165.0,233.0,313.0,317.0,233.0,223.0,241.0,313.0,313.0,90.0,0.0,90.0,0.0,0.0,233.0,313.0,240.0,0.0,0.0,223.0,242.0,245.0,0.0,0.0,0.0,0.0,161.0,233.0,233.0,170.0,162.0,237.0,313.0,233.0,0.0,170.0,313.0,223.0,313.0,313.0,233.0,233.0,162.0,161.0,313.0,242.0,75.0,90.0,71.0,233.0,170.0,155.0,0.0,75.0,0.0,313.0
"gi|586929335|ref|NC_023485.1| Hibiscus bacilliform virus GD1, complete genome",173.0,509.0,718.0,0.0,100.0,0.0,152.0,83.0,462.0,1025.0,996.0,1024.0,1038.0,1042.0,1048.0,1046.0,1043.0,1048.0,1022.0,1006.0,0.0,797.0,1037.0,1048.0,983.0,0.0,1016.0,1048.0,1048.0,523.0,1048.0,1048.0,258.0,835.0,1045.0,1230.0,1032.0,258.0,688.0,812.0,96.0,239.0,532.0,779.0,1048.0,523.0,1048.0,253.0,1035.0,1035.0,215.0,154.0,668.0,879.0,1011.0,901.0,88.0,0.0,233.0,1258.0,1041.0,0.0,0.0,0.0,0.0,756.0,1258.0,1258.0,250.0,915.0,0.0,1039.0,815.0,523.0,258.0,1039.0,235.0,152.0,952.0,1184.0,206.0,219.0,258.0,1048.0,826.0,187.0,1048.0,745.0,696.0,717.0,991.0,468.0,215.0,241.0,214.0,0.0,1048.0,774.0,173.0,0.0,0.0,691.0,523.0,121.0,0.0,0.0,0.0,0.0,509.0,1048.0,1258.0,258.0,797.0,183.0,1015.0,1048.0,0.0,258.0,1048.0,790.0,1032.0,993.0,1048.0,1031.0,523.0,783.0,979.0,476.0,0.0,532.0,158.0,1048.0,258.0,0.0,145.0,0.0,124.0,1048.0
"gi|408905853|ref|NC_018858.1| Horseradish latent virus, complete genome",0.0,685.0,508.0,0.0,0.0,0.0,0.0,0.0,462.0,1317.0,1243.0,1378.0,1371.0,1360.0,1344.0,1431.0,1436.0,1418.0,1330.0,1062.0,0.0,939.0,1348.0,1121.0,810.0,0.0,1237.0,1230.0,1217.0,672.0,1494.0,1494.0,469.0,1078.0,1408.0,1069.0,1451.0,285.0,929.0,813.0,170.0,239.0,661.0,890.0,1216.0,672.0,1230.0,253.0,1079.0,1214.0,215.0,0.0,460.0,669.0,1030.0,1125.0,88.0,0.0,313.0,1041.0,1494.0,0.0,0.0,0.0,0.0,892.0,1216.0,1221.0,250.0,1139.0,0.0,1208.0,817.0,672.0,545.0,1214.0,235.0,152.0,1028.0,1021.0,107.0,219.0,276.0,1230.0,1029.0,268.0,1230.0,1012.0,995.0,945.0,1243.0,263.0,215.0,241.0,214.0,0.0,1230.0,1223.0,248.0,0.0,0.0,700.0,929.0,205.0,0.0,0.0,0.0,0.0,685.0,1182.0,1230.0,552.0,913.0,183.0,1407.0,1220.0,0.0,503.0,1455.0,1081.0,1319.0,1268.0,1130.0,1079.0,672.0,952.0,1286.0,756.0,0.0,661.0,158.0,1230.0,658.0,90.0,145.0,0.0,0.0,1491.0
"gi|658609077|ref|NC_024444.1| Horseshoe bat hepatitis B virus isolate HBHBV/GB09-403/Rhi_alc/GAB/2009, complete genome",186.0,0.0,0.0,0.0,89.0,176.0,89.0,176.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,186.0,89.0,186.0,0.0,0.0,0.0,86.0,269.0,0.0,0.0,0.0,460.0,186.0,279.0,279.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,186.0,186.0,0.0,0.0,87.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,186.0,186.0,275.0,0.0,0.0,0.0,279.0,89.0,0.0,0.0,0.0,279.0,279.0,279.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,184.0,279.0,99.0,89.0,0.0
"gi|9626453|ref|NC_001436.1| Human T-lymphotropic virus 1, complete genome",515.0,0.0,247.0,75.0,0.0,154.0,0.0,185.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,1189.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,0.0,0.0,0.0,0.0,1312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0,0.0,0.0,773.0,0.0,478.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,186.0,1625.0,1345.0,1345.0,0.0,0.0,0.0,0.0,0.0,527.0,0.0,0.0,0.0,0.0,0.0,753.0,493.0,0.0,0.0,221.0,514.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,217.0,520.0,801.0,761.0,421.0,0.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0,1284.0,1342.0,1339.0,1324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,93.0,417.0,706.0,0.0,0.0
"gi|9626726|ref|NC_001488.1| Human T-lymphotropic virus 2, complete genome",515.0,0.0,247.0,0.0,0.0,154.0,0.0,89.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,1255.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,0.0,0.0,0.0,0.0,1063.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0,0.0,0.0,773.0,0.0,478.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,279.0,1345.0,1837.0,1775.0,0.0,0.0,0.0,0.0,0.0,527.0,0.0,0.0,0.0,0.0,0.0,753.0,493.0,0.0,0.0,221.0,514.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,217.0,520.0,801.0,761.0,421.0,0.0,0.0,0.0,411.0,0.0,0.0,0.0,0.0,1574.0,1404.0,1770.0,1626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,93.0,425.0,706.0,0.0,0.0
"gi|219552908|ref|NC_011800.1| Human T-lymphotropic virus 4, complete genome",515.0,0.0,247.0,0.0,0.0,154.0,0.0,89.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,1255.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,0.0,0.0,0.0,0.0,1063.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0,0.0,0.0,773.0,0.0,478.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,279.0,1345.0,1775.0,1804.0,0.0,0.0,0.0,0.0,0.0,527.0,0.0,0.0,0.0,0.0,0.0,753.0,493.0,0.0,0.0,221.0,514.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,217.0,520.0,801.0,761.0,421.0,0.0,0.0,0.0,411.0,0.0,0.0,0.0,0.0,1566.0,1404.0,1767.0,1626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,93.0,425.0,706.0,0.0,0.0
